people_ID,infect_prob
5942,52.311488
18664,51.762798
5603,54.567199
5649,56.499521
5099,52.400661
18749,55.637667
5228,49.538079
5559,51.9088
5220,56.795351
5476,51.594869
5260,47.874933
17638,49.348424
18635,55.426387
18794,59.473186
5263,49.815101
17680,58.289816
18030,54.166827
18090,51.471555
18455,48.752424
18155,52.579301
18116,58.305711
18144,53.335606
5218,58.914174
5386,54.612072
18105,57.079853
5735,49.739777
5900,49.361888
18391,57.00184
5786,55.910246
18639,51.807306
17984,54.931093
18274,50.272452
5425,51.868083
6076,57.58707
18545,55.207198
17697,58.550927
6137,51.85286
6083,52.349677
17730,50.465641
5896,58.470948
18906,51.084716
17808,54.873338
6078,56.793203
5516,49.484465
18093,51.123167
6120,50.619242
18154,54.350411
17935,56.296872
18769,59.699064
18264,56.207834
18076,49.743373
18035,55.51196
18051,50.995457
18676,53.05641
5332,56.030689
5898,59.959336
18370,49.53
17706,50.663793
5198,50.481086
18360,53.802425
18240,56.262754
18691,50.311681
5768,48.754024
18315,52.297317
18776,54.213793
6225,53.884098
17983,58.0413
17973,56.969515
5805,59.937877
5500,55.494825
5305,54.149276
18243,52.722945
5169,57.323235
5258,54.971482
17810,59.954926
5714,56.305307
6070,57.613067
5959,57.702642
18771,54.760378
17765,55.55178
18822,51.180771
17735,60.195018
17966,49.08039
18861,54.236046
18236,56.006678
18750,61.014424
17809,57.856239
6049,50.977121
18465,53.278712
6201,53.800885
18877,56.658996
5087,52.412199
17742,47.929144
17941,58.408191
18421,52.965187
18489,50.298419
6299,59.349402
18428,55.017496
5563,58.508386
18796,57.973944
5849,57.284285
5661,55.810447
5893,49.929315
5378,59.371481
5622,53.789519
5823,50.23165
18521,49.923759
5502,51.352171
18785,51.3425
17783,55.613895
18424,59.528847
18147,54.35938
18881,58.5717
18851,49.000317
17686,55.649896
5100,53.80888
5213,55.497751
18252,51.834036
5576,49.973026
18050,54.028411
5875,55.137889
6059,48.731658
18599,50.310154
5173,50.30658
5461,52.51673
5151,59.08222
5266,50.16151
5514,58.642642
5224,55.079189
18069,48.895871
5587,50.16111
17874,53.138246
5536,57.706607
5215,56.527222
5400,58.729386
17857,50.929626
6043,58.193872
18330,54.743708
18333,53.49277
17788,53.837509
18332,58.400871
17836,49.713597
5247,52.455388
5922,52.236695
18641,58.476885
5951,59.304498
18807,49.432541
18293,58.902376
18775,57.927169
5601,50.598794
5102,50.203408
18464,49.666063
17713,51.400957
18557,50.811034
18854,48.829974
18401,50.636125
18699,59.227546
5706,59.597273
5747,56.078609
5496,53.58567
18308,52.351431
5345,57.55693
18525,49.83599
18258,57.778112
6062,54.039047
17921,55.002091
5303,48.705916
18592,52.422641
5814,49.864112
18805,49.822566
5910,57.089928
5201,54.793505
5724,59.150051
17693,47.883169
5407,53.524342
18617,53.979772
18173,55.057038
18875,48.332575
5225,49.182704
5858,49.531818
5091,54.427699
5254,49.108003
18801,51.392196
6009,52.361924
18149,54.694244
6105,57.232651
5974,49.756546
17967,57.591315
5781,55.972967
5834,53.301466
17683,51.619034
5338,53.614498
18400,59.241878
18633,48.117028
6162,50.089536
18598,48.320272
5212,47.876164
18731,54.53222
18177,51.676072
5232,57.623548
5753,53.493775
5118,55.502773
18055,57.504787
18151,60.065854
5572,51.012587
18502,51.188915
18178,52.703095
6276,50.511358
5226,58.410238
18411,49.741034
6134,49.281133
5177,50.109761
18031,51.184977
17853,56.335353
6171,51.65492
5725,59.849619
6282,53.062728
18762,53.310038
17909,47.526009
18357,47.672497
5981,56.794428
5862,50.812131
18461,54.127809
5275,53.203926
6084,55.52403
18403,51.881853
17856,57.675495
17723,54.649151
6103,51.935273
17897,52.734531
6042,51.977796
6219,59.275887
5697,59.045409
18636,59.985574
5343,55.854182
5994,48.371183
5956,57.531285
5666,52.269973
18791,53.999446
5686,56.163812
6027,47.198414
5751,49.71072
18812,58.407334
18688,52.735475
18441,59.312791
5508,52.289294
5889,51.357021
5843,53.84901
5459,51.97578
18141,54.877026
18757,58.95922
6313,51.577411
6032,57.295176
18475,48.627885
17702,56.65474
5815,50.222171
18816,55.171085
18589,57.256223
17738,49.003406
18553,49.474112
5538,55.136865
18472,48.678201
5453,52.122562
18026,51.024435
18409,51.704011
5444,50.388412
17965,50.384983
18541,53.310682
5371,54.81742
6051,58.12856
18882,48.526017
5108,52.193125
6005,58.287503
5380,48.760138
6151,52.937305
18195,55.033364
17695,48.440428
5101,54.800063
5255,53.480347
5579,56.186309
18509,49.569612
5257,54.909074
6310,58.857281
5431,47.976751
17703,47.62755
18316,57.25296
5174,49.525115
18337,50.913991
18515,57.176732
17993,57.542781
6232,49.324328
5339,49.419019
5972,50.940031
6097,54.712571
5130,50.572066
5934,51.457439
17646,58.974491
5803,52.32066
18134,58.963111
18301,54.717841
18071,47.703825
5973,52.984218
17972,59.178016
6212,57.021791
17886,54.452938
18584,56.416271
18027,56.849046
5093,48.559345
5817,47.875609
5519,52.106426
18127,50.584324
6144,50.143869
5430,53.114914
6179,54.761936
5921,52.368122
5788,48.695274
17960,56.278036
5682,56.808822
5713,50.464602
18735,55.011233
18693,53.462045
6256,49.709228
18064,56.883061
18302,48.427459
5620,48.559978
18010,53.259902
18647,51.775431
5749,55.440407
18286,48.753782
5381,49.428338
6012,55.144737
18043,54.501207
18845,56.354444
17736,48.24462
17919,52.561518
5297,50.933435
17651,49.049017
5109,53.229761
5756,49.297054
17628,54.248065
6237,55.812574
18407,52.315052
5157,50.070258
17902,52.287922
18650,48.593221
5589,52.381696
6010,52.999134
18792,56.040089
17932,48.840624
18568,50.833823
17684,56.478182
5573,52.473516
17685,48.117969
5948,56.573438
5469,48.781778
18736,58.076922
17664,53.350597
6319,59.023565
5421,51.286747
18648,51.662537
18369,57.091343
6065,52.326662
18486,51.596464
5259,52.672962
18524,58.280397
17774,50.768212
5955,55.200483
17701,55.40248
6312,49.620685
18094,54.745053
17647,52.480912
5515,56.861785
18087,48.385411
18278,48.30545
18868,55.562651
18764,54.199705
5478,50.345014
6091,53.514234
18358,48.223586
18570,58.847852
17994,48.358979
17931,47.713574
18476,49.619086
6314,55.651862
5727,59.133609
5879,57.623484
6240,49.594006
17663,53.212653
18457,57.058513
18562,55.20183
17908,57.051162
18183,50.940057
5203,53.370336
18658,55.685828
18745,53.770357
17889,48.724078
5185,57.610912
6161,53.492293
5833,55.92774
5348,49.221527
6261,54.921549
5841,51.87373
5503,52.917231
5187,51.87626
18789,49.737491
5674,56.255616
18768,55.318051
18430,52.180349
5931,49.03857
18787,58.180839
5284,53.107415
18544,54.761561
18726,47.163543
17907,49.871584
17850,48.152666
18073,53.172908
5631,48.202551
6190,52.05495
5482,47.005026
18865,50.45197
18700,50.088981
6234,56.689607
5689,48.763369
18585,50.922687
17674,53.470255
17875,57.906625
5997,54.978307
5405,51.503253
18201,57.497853
18575,49.582275
5196,52.080723
17709,56.733948
5687,48.657388
6284,57.498266
6140,51.543667
18352,51.967681
17718,47.154307
6247,54.541137
18578,56.790407
18135,51.938335
6052,57.095171
5132,54.401885
5846,51.245377
5138,56.707597
5149,54.989782
6321,55.295846
18115,46.891708
5688,50.918991
5748,51.370046
17793,55.921539
5855,52.518311
6305,55.79365
18085,54.179362
5404,57.873872
5870,53.991249
18866,49.500475
5957,54.17829
18138,47.364532
6246,47.75161
18643,49.223349
6210,58.499501
17843,48.259333
18260,47.257229
5667,59.260519
18661,53.30872
18319,52.126777
5762,50.464884
17727,51.060694
18853,49.060384
6251,56.166532
18710,47.274184
18809,58.121137
6067,47.213548
6138,51.899078
5374,47.321141
18408,56.647175
5331,54.587168
5194,50.815189
18692,56.337984
18668,55.562196
5296,54.146173
5546,49.175389
5442,49.944975
5699,54.977503
18255,57.394418
5744,49.831515
18169,58.007346
18343,55.191234
17626,48.468918
17878,56.687745
5474,51.780784
18653,57.398959
5137,49.062813
5602,51.324975
5907,46.520649
5779,46.928215
18180,48.35495
18188,49.889475
18207,57.319924
5379,57.304756
18106,54.004778
5783,46.1268
17890,48.144072
5866,52.760069
18012,53.466972
17711,52.969374
6133,51.236664
6071,52.475569
5857,52.028209
18462,51.343692
5116,55.617538
6136,50.531648
17704,57.471678
5662,51.143381
17690,46.546733
6131,56.505521
18288,54.053434
18203,48.339938
18110,57.090396
17743,45.841644
5207,52.531117
5298,57.486431
5328,55.677702
18238,55.62421
5426,55.415968
6298,53.384697
6106,52.76773
5282,49.761536
6178,57.859748
18227,49.395654
17631,48.275456
5598,49.314231
17820,53.13128
18312,50.389448
18716,49.113601
18529,47.468052
17925,48.058209
18314,50.983768
5859,51.823587
6283,53.067348
5562,50.684816
5722,55.094289
18059,47.501151
5770,46.978586
18181,56.333477
17649,53.361772
5828,51.076118
5778,49.692294
17772,48.55696
18732,46.313698
6073,51.227673
18687,51.139897
5395,46.393541
6058,51.114933
18579,47.222012
18846,47.983753
5265,45.957598
17862,50.503307
5237,58.414312
17976,45.882865
18267,56.618173
6048,55.552292
18237,54.320132
18077,51.623689
18299,54.932866
5166,47.941232
5824,49.029407
5216,52.155791
18788,55.778757
6231,52.543845
5178,55.103469
18208,50.182155
18376,55.063818
5350,57.372337
5903,48.561743
18061,49.004287
18821,53.817344
18374,54.469832
5392,47.489808
17958,50.486608
6315,49.69846
5349,56.363898
5227,48.651951
5280,56.428896
6303,57.304147
6023,52.133877
5581,50.059109
18202,58.869234
5970,48.873159
18504,54.783547
18047,47.453675
5532,57.774907
18588,54.194481
6098,48.587911
6189,56.018966
17632,47.427711
5359,49.979793
18500,52.3477
6293,49.619635
5205,57.873967
17915,52.653774
17987,56.011174
5517,48.036764
5501,58.700205
5764,49.006798
18211,58.160548
18487,58.585373
17863,47.824863
5191,49.652128
6111,48.902306
5769,56.751088
18605,56.4751
18038,53.349481
5930,47.418672
18072,50.431928
6102,56.629863
18020,47.481872
17665,52.652402
17668,49.355508
18705,51.132225
17968,57.766912
18212,54.448126
5968,47.116031
17938,51.301764
6277,48.072442
18536,49.040765
18613,56.782085
5766,55.497224
18474,55.81318
18297,56.449666
18753,54.043642
18701,57.229315
5835,56.162534
18142,49.010501
18838,48.303207
17719,58.055942
5890,52.248842
5560,55.886237
17658,46.481082
18582,54.720755
18300,53.611396
18679,55.951484
18365,50.991351
18901,58.252053
18414,54.143877
18889,51.706833
18257,53.743725
18884,48.248032
18873,51.061236
5369,48.26829
18698,54.260081
5746,57.794344
17844,56.368428
18893,51.328762
17867,49.279746
17899,46.763025
18546,52.378787
18325,55.874466
6220,46.827725
18625,53.655605
18053,48.9845
5607,57.424276
5989,48.701056
17712,48.007202
18799,55.236259
5483,53.430492
6157,46.410977
5715,51.675403
17814,54.915486
17754,47.246187
5375,50.297144
17627,57.501611
17654,56.926013
5923,52.237425
18348,45.871
18657,50.248919
5262,49.136938
18491,48.581858
5851,56.712773
17956,47.04708
6270,50.642995
5932,49.577852
18323,47.697498
5290,57.450372
5434,46.545487
17782,47.682743
5836,46.298596
5729,48.604101
17780,53.582624
17757,47.172419
5197,49.822814
18498,47.751163
18832,55.809534
18023,50.566261
5435,51.633343
18852,46.990221
18254,50.731958
18024,47.042882
6194,47.650111
18007,55.918979
5473,56.971211
5550,47.728841
18451,56.822361
6081,53.513411
5506,50.034014
18098,47.402959
17952,51.519369
5844,49.473408
5692,56.532343
5499,47.925404
5145,55.781287
18499,54.322282
5084,50.379132
6169,55.650146
18758,51.674938
18419,53.864195
5838,47.095671
5847,49.061161
18869,48.762594
5346,52.85269
18885,52.895187
5183,50.71624
5818,47.031096
5648,47.429012
18390,57.697481
18537,49.851284
17954,54.057436
17786,51.57235
17636,54.552118
17660,47.928732
18221,52.005535
5869,54.922202
5656,48.225592
5684,47.501305
5141,52.897832
6168,53.502551
18908,48.872017
5531,48.297245
5680,56.614418
5960,54.285269
18065,52.100793
18429,55.347127
18793,49.797056
5457,49.217768
18356,52.389704
17766,54.893928
6066,48.067839
18841,55.327733
